STANDARDDEV,BLDG_DEMO,4,018001000000000,019000000000000,Utilities Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:36:58.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_DEMO,6,018001000000000,019000000000000,Health Department Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:36:58.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_DEMO,12,018001000000000,019000000000000,Building Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:36:58.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_DEMO,14,019000000000000,000012000001000,Plans Coordination,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:40:31.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_DEMO,15,020000000001000,022000000000000,Permit Issuance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:40:31.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_DEMO,16,022000000000000,000000000000000,Inspection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:40:31.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,1,010000000000000,000012000001000,Application Intake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:02:08.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,2,012000000000000,022000000000000,Plans Distribution,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,3,022001000000000,023000000000000,Public Works Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,4,022001000000000,023000000000000,Utilities Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,5,022001000000000,023000000000000,Transportation Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,6,022001000000000,023000000000000,Health Department Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,7,022001000000000,023000000000000,Landscape Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,11,022001000000000,023000000000000,Fire Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,12,022001000000000,023000000000000,Building Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,13,022001000000000,023000000000000,Planning Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,14,023000000000000,000012000001000,Plans Coordination,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:02:08.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,15,024000000001000,026000000000000,Permit Issuance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:59:47.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,16,026000000000000,028000000000000,Inspection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:02:08.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN1,18,028000000000000,000000000000000,Certificate of Occupancy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:02:08.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN2,1,010000000000000,000012000001000,Application Intake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:11:41.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN2,2,012000000000000,000014000000000,Plan Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:11:41.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN2,3,014000000001000,016000000000000,Permit Issuance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:11:41.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN2,4,016000000000000,000000000000000,Inspection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 13:50:37.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,1,010000000000000,000012000001000,Application Intake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,2,012000000000000,022000000000000,Plans Distribution,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,3,022001000000000,023000000000000,Public Works Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,4,022001000000000,023000000000000,Utilities Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,5,022001000000000,023000000000000,Transportation Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,6,022001000000000,023000000000000,Health Department Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,7,022001000000000,023000000000000,Landscape Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,11,022001000000000,023000000000000,Fire Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,12,022001000000000,023000000000000,Building Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,13,022001000000000,023000000000000,Planning Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,14,023000000000000,000012000001000,Plans Coordination,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,15,024000000001000,026000000000000,Permit Issuance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 14:14:28.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,BLDG_GEN3,16,026000000000000,000000000000000,Inspection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-12 15:04:02.000,Chong Li,A,NULL,ADMIN,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMD_OWNER,4,014000000000000,000016000000000,Background Investigation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 15:17:33.000,Diamon Brown,A,NULL,MJ,LICENSE,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMD_OWNER,10,010000000000000,000012000000000,Application Intake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 15:17:33.000,Diamon Brown,A,NULL,MJ,LICENSE,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMD_OWNER,11,012000000000000,000014000000000,Reviews,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 15:17:33.000,Diamon Brown,A,NULL,MJ,LICENSE,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMD_OWNER,12,018000000000000,000000000000000,Decision Notification,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 15:17:33.000,Diamon Brown,A,NULL,MJ,LICENSE,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMD_OWNER,13,016000000000000,000018000000000,Document Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 15:17:33.000,Diamon Brown,A,NULL,CNBS,ADMIN,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STANDARDDEV,EH_AMEND,1,010000000000000,000000000000000,Modification Review,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-03-19 00:35:46.000,Abdullah Al-Otaibi,A,NULL,ENVIRON,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
STANDARDDEV,EH_CTG_REG,1,010000000000000,000012000000000,Registration Intake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-03-19 00:36:37.000,Abdullah Al-Otaibi,A,NULL,ENVIRON,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
STANDARDDEV,EH_CTG_REG,2,012000000000000,000000000000000,Registration Issuance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-03-19 00:36:37.000,Abdullah Al-Otaibi,A,NULL,ENVIRON,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
STANDARDDEV,EH_ENF_CASE,2,013000000000000,015020000001000,Initial Investigation,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_CASE,3,015000000000000,017020000000000,Follow-Up Investigation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_CASE,4,017000000001000,019020000000000,Issue Citation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_CASE,5,019000000000000,020000000000000,Route to Legal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_CASE,6,020000000000000,000000000000000,Case Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_CASE,7,010000000000000,013020000000000,Case Application Intake,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-05-13 12:03:26.000,Diamon Brown,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL
STANDARDDEV,EH_ENF_COMPLAINT,2,010000000000000,000000000000000,Incident Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-03-19 00:37:35.000,Abdullah Al-Otaibi,A,NULL,ENVIRON,NA,NA,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
